"postcode","instals","estimated_dwellings","density","capacity","capunder10","cap10_100","capover100","countunder10","count10_100","countover100","pot_kw","pot_sqm","pot_gwh"
"3377","1351","4304","28.9","8040.0","5554.0","2274.0","212.0","1244","106","1","117182.0","749,962","157.9"
"3378","19","54","25.9","159.0","82.0","77.0","0.0","14","5","0","8396.0","53,735","11.3"
"3379","119","436","24.5","663.0","455.0","208.0","0.0","107","12","0","31987.0","204,717","42.9"
"3380","807","2739","26.5","5733.0","3166.0","1867.0","700.0","725","81","1","70153.0","448,978","94.8"
"3381","286","921","27.1","2148.0","1209.0","688.0","251.0","250","35","1","18768.0","120,114","25.2"
"3384","115","310","33.5","635.0","502.0","133.0","0.0","104","11","0","16915.0","108,259","22.7"
"3385","121","270","40.4","765.0","461.0","304.0","0.0","109","12","0","16979.0","108,664","22.8"
"3387","68","171","38.0","340.0","299.0","41.0","0.0","65","3","0","17510.0","112,062","23.5"
"3388","104","265","37.0","554.0","413.0","141.0","0.0","98","6","0","17358.0","111,092","23.3"
"3390","184","481","34.9","950.0","680.0","270.0","0.0","168","16","0","23530.0","150,592","31.7"
"3391","37","88","38.6","263.0","161.0","102.0","0.0","34","3","0","6319.0","40,439","8.5"
"3392","114","312","34.6","548.0","437.0","111.0","0.0","108","6","0","18032.0","115,402","24.3"
"3393","463","1274","33.0","2781.0","1835.0","946.0","0.0","420","43","0","60490.0","387,138","81.7"
"3395","102","208","45.7","510.0","409.0","101.0","0.0","95","7","0","13978.0","89,458","18.8"
"3396","152","374","35.8","902.0","559.0","343.0","0.0","134","18","0","13006.0","83,241","17.5"
"3400","1951","7071","25.3","12785.0","8274.0","4511.0","0.0","1786","165","0","158569.0","1,014,840","214.6"
"3401","853","1823","40.7","5596.0","3582.0","2014.0","0.0","742","111","0","128604.0","823,064","173.3"
"3407","70","200","32.0","398.0","287.0","111.0","0.0","64","6","0","13950.0","89,282","17.8"
"3409","226","523","38.2","1173.0","740.0","433.0","0.0","200","26","0","27435.0","175,585","36.9"
"3412","66","160","38.8","287.0","209.0","78.0","0.0","62","4","0","7437.0","47,600","10.0"
"3413","28","145","15.9","190.0","113.0","77.0","0.0","23","5","0","11261.0","72,071","15.2"
"3414","354","865","38.4","1898.0","1294.0","444.0","160.0","332","21","1","18141.0","116,100","24.4"
"3415","3","24","","18.0","18.0","0.0","0.0","3","0","0","1887.0","12,079","2.5"
"3418","496","1428","32.4","2712.0","1900.0","632.0","180.0","463","32","1","57408.0","367,408","77.3"
"3419","174","424","38.4","844.0","652.0","192.0","0.0","163","11","0","23273.0","148,947","31.4"
"3420","53","151","31.1","298.0","221.0","77.0","0.0","47","6","0","8720.0","55,807","11.7"
"3423","93","290","30.7","477.0","366.0","111.0","0.0","89","4","0","9221.0","59,015","12.4"
"3424","161","440","32.3","1058.0","658.0","400.0","0.0","142","19","0","18315.0","117,215","24.7"
"3427","809","1467","50.9","4938.0","4086.0","852.0","0.0","746","63","0","31354.0","200,664","38.6"
"3428","111","240","36.7","13130.0","482.0","429.0","12219.0","88","22","1","12366.0","79,141","15.2"
"3429","5021","14459","31.9","28587.0","21656.0","6931.0","0.0","4610","411","0","275296.0","1,761,894","339.8"
"3430","47","132","26.5","345.0","173.0","172.0","0.0","35","12","0","6243.0","39,955","8.0"
"3431","745","1697","38.7","4254.0","3052.0","1202.0","0.0","657","88","0","40538.0","259,445","52.1"
"3432","42","98","35.7","280.0","176.0","104.0","0.0","35","7","0","4744.0","30,364","6.1"
"3433","48","79","49.4","299.0","173.0","126.0","0.0","39","9","0","5191.0","33,224","6.7"
"3434","929","1966","42.5","5307.0","4051.0","1256.0","0.0","835","94","0","21417.0","137,066","27.5"
"3435","589","1384","37.2","3646.0","2453.0","1193.0","0.0","515","74","0","22336.0","142,952","28.7"
"3437","1696","5109","27.9","11414.0","7041.0","4373.0","0.0","1427","269","0","35603.0","227,862","43.8"
"3438","351","956","31.0","2486.0","1392.0","1094.0","0.0","296","55","0","4510.0","28,862","5.5"
"3440","276","811","30.2","1502.0","1086.0","416.0","0.0","245","31","0","3175.0","20,322","3.9"
"3441","163","616","21.1","1173.0","602.0","571.0","0.0","130","33","0","2340.0","14,975","3.0"
"3442","1678","3292","45.3","10113.0","6823.0","2970.0","320.0","1492","185","1","41003.0","262,417","52.6"
"3444","1814","4664","34.4","12707.0","7169.0","4047.0","1491.0","1606","207","1","70315.0","450,017","93.8"
"3446","252","504","47.4","1226.0","1075.0","151.0","0.0","239","13","0","6190.0","39,613","8.3"
"3447","146","243","54.3","747.0","572.0","175.0","0.0","132","14","0","6703.0","42,897","8.9"
"3448","267","469","52.5","1385.0","1099.0","286.0","0.0","246","21","0","15662.0","100,234","20.9"
"3450","1583","4017","37.7","7622.0","5558.0","1161.0","903.0","1515","64","4","76217.0","487,790","102.4"
"3451","1288","2763","43.7","6537.0","5205.0","1332.0","0.0","1207","81","0","57261.0","366,473","76.4"
"3453","497","796","57.4","2761.0","2116.0","645.0","0.0","457","40","0","26174.0","167,512","34.9"
"3458","533","1328","35.8","3098.0","2245.0","853.0","0.0","475","58","0","14627.0","93,615","18.8"
"3460","549","1993","25.1","3246.0","2078.0","1168.0","0.0","501","48","0","1870.0","11,966","2.4"
"3461","1091","2908","34.3","5848.0","4344.0","1504.0","0.0","996","95","0","51730.0","331,070","66.8"
"3462","322","679","45.7","1317.0","1174.0","143.0","0.0","310","12","0","17838.0","114,162","23.0"
"3463","713","1613","41.7","3413.0","2744.0","669.0","0.0","672","41","0","23593.0","150,995","31.5"
"3464","239","566","37.5","1694.0","906.0","788.0","0.0","212","27","0","6384.0","40,856","8.2"
"3465","1885","5351","32.4","12710.0","7383.0","3687.0","1640.0","1736","146","3","129475.0","828,642","167.8"
"3467","298","618","45.5","1550.0","1244.0","306.0","0.0","281","17","0","18569.0","118,843","24.0"
"3468","80","162","47.5","409.0","304.0","105.0","0.0","77","3","0","6859.0","43,899","8.8"
"3469","68","155","38.7","413.0","289.0","124.0","0.0","60","8","0","6669.0","42,683","9.0"
"3472","414","875","45.4","1858.0","1600.0","258.0","0.0","397","17","0","19289.0","123,448","25.7"
"3475","89","234","36.8","412.0","361.0","51.0","0.0","86","3","0","12623.0","80,787","16.8"
"3477","188","455","39.1","1007.0","804.0","203.0","0.0","178","10","0","40486.0","259,111","54.4"
"3478","510","1354","34.5","3174.0","2012.0","1162.0","0.0","467","43","0","42649.0","272,954","57.4"
"3480","319","869","32.2","2394.0","1329.0","1065.0","0.0","280","39","0","53280.0","340,990","71.8"
"3482","51","129","34.1","515.0","199.0","316.0","0.0","44","7","0","8806.0","56,356","11.8"
"3483","179","407","38.6","1156.0","737.0","419.0","0.0","157","22","0","14002.0","89,612","20.2"
"3485","65","212","29.2","344.0","308.0","36.0","0.0","62","3","0","11971.0","76,617","17.3"
"3487","19","43","","103.0","59.0","44.0","0.0","16","3","0","3679.0","23,546","5.3"
"3488","19","65","26.2","83.0","57.0","26.0","0.0","17","2","0","4789.0","30,652","6.9"
"3489","10","39","","142.0","52.0","90.0","0.0","9","1","0","3681.0","23,558","5.3"
"3490","217","696","26.7","258159.0","887.0","792.0","256480.0","186","30","1","32298.0","206,705","47.1"
"3491","29","71","35.2","160.0","104.0","56.0","0.0","25","4","0","5940.0","38,018","8.7"
"3494","100","385","17.7","220327.0","368.0","783.0","219176.0","68","29","3","16996.0","108,775","24.7"
"3496","1113","2886","32.5","9757.0","4829.0","3862.0","1066.0","939","173","1","96248.0","615,986","140.4"
"3498","988","2077","36.8","9443.0","4302.0","4513.0","628.0","764","222","2","75124.0","480,791","109.8"
"3500","4705","15626","25.5","36470.0","20488.0","15832.0","150.0","3977","727","1","324071.0","2,074,054","474.7"
"3501","480","721","47.6","7745.0","1818.0","2403.0","3524.0","343","136","1","28872.0","184,779","42.1"
"3505","899","1860","41.1","7960.0","3857.0","3199.0","904.0","765","130","4","67111.0","429,509","98.0"
"3506","3","29","","10.0","10.0","0.0","0.0","3","0","0","2623.0","16,789","3.8"
"3507","34","73","43.8","177.0","153.0","24.0","0.0","32","2","0","4998.0","31,987","7.3"
"3509","51","115","40.9","268.0","217.0","51.0","0.0","47","4","0","4571.0","29,256","6.7"
"3512","76","209","33.5","373.0","298.0","75.0","0.0","70","6","0","12593.0","80,598","18.3"
"3515","460","846","48.6","2941.0","2165.0","776.0","0.0","411","49","0","29361.0","187,909","39.1"
"3516","147","334","38.6","940.0","529.0","411.0","0.0","129","18","0","11949.0","76,475","15.9"
"3517","371","717","47.1","2106.0","1311.0","795.0","0.0","338","33","0","30521.0","195,332","40.7"
"3518","315","794","37.2","1557.0","1183.0","374.0","0.0","295","20","0","18556.0","118,757","24.7"
"3520","43","102","41.2","174.0","144.0","30.0","0.0","42","1","0","3059.0","19,579","4.1"
"3521","145","277","46.6","821.0","600.0","221.0","0.0","129","16","0","3856.0","24,677","4.9"
"3522","92","165","52.1","467.0","391.0","76.0","0.0","86","6","0","6883.0","44,053","8.8"
"3523","999","2389","38.8","5442.0","3982.0","1460.0","0.0","927","72","0","36199.0","231,676","48.3"
"3525","297","673","40.7","2200.0","1173.0","687.0","340.0","274","22","1","19889.0","127,289","28.7"
"3527","150","421","31.8","935.0","592.0","343.0","0.0","134","16","0","24008.0","153,654","34.6"
"3529","18","43","","109.0","89.0","20.0","0.0","16","2","0","5057.0","32,364","7.3"
"3530","23","68","30.9","132.0","91.0","41.0","0.0","21","2","0","6372.0","40,782","9.2"
"3531","29","82","31.7","145.0","111.0","34.0","0.0","26","3","0","6714.0","42,971","9.7"
"3533","152","401","32.7","1056.0","546.0","510.0","0.0","131","21","0","19554.0","125,144","28.2"
"3537","214","485","39.8","1556.0","900.0","656.0","0.0","193","21","0","16593.0","106,193","24.0"
"3540","71","155","42.6","317.0","252.0","65.0","0.0","66","5","0","7310.0","46,785","10.5"
"3542","33","68","41.2","198.0","138.0","60.0","0.0","28","5","0","6238.0","39,921","9.0"
"3544","57","128","38.3","359.0","248.0","111.0","0.0","49","8","0","11693.0","74,838","16.9"
"3546","88","195","41.0","534.0","369.0","165.0","0.0","80","8","0","13782.0","88,204","19.9"
"3549","521","1490","21.8","239999.0","1670.0","6795.0","231534.0","325","187","9","64424.0","412,314","94.0"
"3550","5289","22088","22.0","32403.0","20264.0","11219.0","920.0","4853","433","3","366178.0","2,343,538","490.7"
"3551","6549","13943","42.4","41380.0","29224.0","10891.0","1265.0","5911","635","3","334432.0","2,140,366","446.8"
"3555","2877","10401","26.2","17555.0","11878.0","4121.0","1556.0","2729","145","3","164522.0","1,052,938","220.3"
"3556","2160","7525","27.5","10902.0","9008.0","1894.0","0.0","2068","92","0","106265.0","680,097","142.0"
"3557","154","353","39.4","1343.0","669.0","207.0","467.0","139","14","1","13457.0","86,122","18.0"
"3558","204","515","36.9","1021.0","766.0","255.0","0.0","190","14","0","10489.0","67,131","14.0"
"3559","81","307","22.1","655.0","320.0","335.0","0.0","68","13","0","17002.0","108,810","24.0"
"3561","1002","2118","41.8","15482.0","3925.0","3046.0","8511.0","886","114","2","77169.0","493,884","109.0"
"3562","78","125","48.0","793.0","319.0","474.0","0.0","60","18","0","8529.0","54,584","12.0"
"3563","185","373","42.9","1289.0","775.0","514.0","0.0","160","25","0","8338.0","53,364","11.1"
"3564","3326","8446","34.9","31191.0","14199.0","7755.0","9237.0","2945","377","4","51363.0","328,721","72.5"
"3565","18","49","","187.0","74.0","113.0","0.0","13","5","0","2946.0","18,856","3.9"
"3566","126","273","37.0","1088.0","447.0","641.0","0.0","101","25","0","7929.0","50,746","10.6"
"3567","152","312","34.9","36156.0","520.0","1394.0","34242.0","109","42","1","12840.0","82,177","17.1"
"3568","647","1401","38.1","5305.0","2594.0","2711.0","0.0","534","113","0","24775.0","158,560","35.7"
"3570","192","325","55.1","904.0","744.0","160.0","0.0","179","13","0","15190.0","97,214","20.2"
"3571","77","139","48.2","565.0","313.0","252.0","0.0","67","10","0","10961.0","70,152","14.6"
"3572","29","70","25.7","526.0","91.0","435.0","0.0","18","11","0","13857.0","88,682","18.5"
"3573","69","172","31.4","751.0","253.0","498.0","0.0","54","15","0","13439.0","86,010","17.9"
